       sample #	     V5
          16992	    961
          16993	    954
          16994	    944
          16995	    928
          16996	    911
          16997	    895
          16998	    886
          16999	    876
          17000	    865
          17001	    854
          17002	    843
          17003	    839
          17004	    838
          17005	    840
          17006	    835
          17007	    835
          17008	    832
          17009	    832
          17010	    832
          17011	    832
          17012	    831
          17013	    833
          17014	    835
          17015	    844
          17016	    849
          17017	    857
          17018	    868
          17019	    878
          17020	    884
          17021	    891
          17022	    901
          17023	    911
          17024	    918
          17025	    926
          17026	    933
          17027	    944
          17028	    953
          17029	    960
          17030	    963
          17031	    961
          17032	    962
          17033	    965
          17034	    970
          17035	    970
          17036	    974
          17037	    973
          17038	    974
          17039	    975
          17040	    977
          17041	    981
          17042	    985
          17043	    985
          17044	    984
          17045	    988
          17046	    988
          17047	    991
          17048	    996
          17049	    996
          17050	    995
          17051	    998
          17052	    995
          17053	    998
          17054	   1000
          17055	    999
          17056	    999
          17057	   1001
          17058	   1003
          17059	   1004
          17060	   1002
          17061	   1000
          17062	    997
          17063	   1000
          17064	   1003
          17065	   1002
          17066	   1003
          17067	   1004
          17068	   1005
          17069	   1005
          17070	   1006
          17071	   1006
          17072	   1005
          17073	   1006
          17074	   1005
          17075	   1008
          17076	   1009
          17077	   1011
          17078	   1010
          17079	   1012
          17080	   1008
          17081	   1010
          17082	   1011
          17083	   1013
          17084	   1010
          17085	   1012
          17086	   1012
          17087	   1014
          17088	   1017
          17089	   1018
          17090	   1017
          17091	   1016
          17092	   1015
          17093	   1017
          17094	   1018
          17095	   1020
          17096	   1021
          17097	   1022
          17098	   1024
          17099	   1025
          17100	   1026
          17101	   1028
          17102	   1028
          17103	   1027
          17104	   1024
          17105	   1029
          17106	   1029
          17107	   1030
          17108	   1027
          17109	   1027
          17110	   1026
          17111	   1031
          17112	   1033
          17113	   1035
          17114	   1036
          17115	   1034
          17116	   1034
          17117	   1039
          17118	   1042
          17119	   1043
          17120	   1040
          17121	   1037
          17122	   1035
          17123	   1034
          17124	   1038
          17125	   1037
          17126	   1036
          17127	   1033
          17128	   1031
          17129	   1033
          17130	   1033
          17131	   1035
          17132	   1031
          17133	   1027
          17134	   1024
          17135	   1024
          17136	   1026
          17137	   1024
          17138	   1022
          17139	   1019
          17140	   1018
          17141	   1018
          17142	   1019
          17143	   1017
          17144	   1015
          17145	   1011
          17146	   1008
          17147	   1007
          17148	   1007
          17149	   1007
          17150	   1003
          17151	   1002
          17152	   1001
          17153	   1001
          17154	   1002
          17155	   1000
          17156	   1001
          17157	    998
          17158	    996
          17159	    995
          17160	    996
          17161	    999
          17162	   1000
          17163	    998
          17164	    994
          17165	    994
          17166	    994
          17167	    995
          17168	    996
          17169	    993
          17170	    991
          17171	    991
          17172	    993
          17173	    993
          17174	    992
          17175	    987
          17176	    987
          17177	    988
          17178	    991
          17179	    991
          17180	    989
          17181	    987
          17182	    983
          17183	    985
          17184	    984
          17185	    987
          17186	    987
          17187	    986
          17188	    984
          17189	    985
          17190	    987
          17191	    989
          17192	    988
          17193	    987
          17194	    984
          17195	    986
          17196	    987
          17197	    985
          17198	    985
          17199	    983
          17200	    979
          17201	    983
          17202	    986
          17203	    984
          17204	    982
          17205	    981
          17206	    979
          17207	    979
          17208	    982
          17209	    979
          17210	    979
          17211	    979
          17212	    976
          17213	    979
          17214	    978
          17215	    979
          17216	    976
          17217	    976
          17218	    975
          17219	    981
          17220	    982
          17221	    983
          17222	    983
          17223	    980
          17224	    979
          17225	    983
          17226	    983
          17227	    984
          17228	    983
          17229	    978
          17230	    976
          17231	    976
          17232	    978
          17233	    977
          17234	    978
          17235	    977
          17236	    974
          17237	    977
          17238	    978
          17239	    980
          17240	    979
          17241	    978
          17242	    976
          17243	    979
          17244	    980
          17245	    978
          17246	    978
          17247	    977
          17248	    975
          17249	    979
          17250	    981
          17251	    980
          17252	    979
          17253	    976
          17254	    975
          17255	    978
          17256	    979
          17257	    981
          17258	    982
          17259	    982
          17260	    982
          17261	    983
          17262	    987
          17263	    988
          17264	    986
          17265	    988
          17266	    990
          17267	    996
          17268	   1005
          17269	   1030
          17270	   1097
          17271	   1179
          17272	   1177
          17273	   1105
          17274	   1045
          17275	   1030
          17276	   1036
          17277	   1037
          17278	   1031
          17279	   1024
          17280	   1023
          17281	   1022
          17282	   1020
          17283	   1019
          17284	   1016
          17285	   1018
          17286	   1018
          17287	   1016
          17288	   1014
          17289	   1008
          17290	   1005
          17291	   1002
          17292	   1002
          17293	    999
          17294	    990
          17295	    985
          17296	    974
          17297	    968
          17298	    964
          17299	    956
          17300	    946
          17301	    928
          17302	    910
          17303	    899
          17304	    890
          17305	    883
          17306	    873
          17307	    865
          17308	    856
          17309	    851
          17310	    850
          17311	    851
          17312	    849
          17313	    846
          17314	    841
          17315	    843
          17316	    846
          17317	    846
          17318	    845
          17319	    845
          17320	    846
          17321	    850
          17322	    858
          17323	    866
          17324	    874
          17325	    882
          17326	    890
          17327	    903
          17328	    913
          17329	    922
          17330	    929
          17331	    938
          17332	    945
          17333	    955
          17334	    962
          17335	    969
          17336	    973
          17337	    973
          17338	    973
          17339	    975
          17340	    979
          17341	    981
          17342	    984
          17343	    981
          17344	    982
          17345	    984
          17346	    986
          17347	    988
          17348	    989
          17349	    988
          17350	    988
          17351	    990
          17352	    995
          17353	    994
          17354	    999
          17355	    999
          17356	   1000
          17357	   1002
          17358	   1005
          17359	   1005
          17360	   1004
          17361	   1005
          17362	   1005
          17363	   1010
          17364	   1013
          17365	   1012
          17366	   1011
          17367	   1011
          17368	   1009
          17369	   1012
          17370	   1013
          17371	   1016
          17372	   1014
          17373	   1014
          17374	   1014
          17375	   1018
          17376	   1021
          17377	   1023
          17378	   1025
          17379	   1024
          17380	   1023
          17381	   1023
          17382	   1027
          17383	   1027
          17384	   1029
          17385	   1027
          17386	   1030
          17387	   1033
          17388	   1038
          17389	   1041
          17390	   1042
          17391	   1039
          17392	   1041
          17393	   1044
          17394	   1044
          17395	   1042
          17396	   1039
          17397	   1036
          17398	   1034
          17399	   1036
          17400	   1038
          17401	   1042
          17402	   1042
          17403	   1042
          17404	   1040
          17405	   1043
          17406	   1043
          17407	   1042
          17408	   1043
          17409	   1041
          17410	   1037
          17411	   1039
          17412	   1044
          17413	   1047
          17414	   1045
          17415	   1045
          17416	   1044
          17417	   1045
          17418	   1050
          17419	   1051
          17420	   1051
          17421	   1050
          17422	   1048
          17423	   1050
          17424	   1052
          17425	   1053
          17426	   1049
          17427	   1047
          17428	   1046
          17429	   1047
          17430	   1048
          17431	   1045
          17432	   1046
          17433	   1043
          17434	   1040
          17435	   1040
          17436	   1043
          17437	   1040
          17438	   1038
          17439	   1038
          17440	   1032
          17441	   1033
          17442	   1031
          17443	   1031
          17444	   1027
          17445	   1026
          17446	   1024
          17447	   1024
          17448	   1024
          17449	   1023
          17450	   1023
          17451	   1019
          17452	   1017
          17453	   1020
          17454	   1018
          17455	   1019
          17456	   1019
          17457	   1015
          17458	   1015
          17459	   1011
          17460	   1012
          17461	   1013
          17462	   1011
          17463	   1010
          17464	   1007
          17465	   1010
          17466	   1009
          17467	   1009
          17468	   1008
          17469	   1005
          17470	   1002
          17471	   1005
          17472	   1007
          17473	   1007
          17474	   1004
          17475	   1003
          17476	   1000
          17477	   1002
          17478	   1003
          17479	   1004
          17480	   1002
          17481	    998
          17482	    999
          17483	    998
          17484	    998
          17485	    997
          17486	    995
          17487	    994
          17488	    993
          17489	    995
          17490	    999
          17491	   1000
          17492	    998
          17493	    996
          17494	    994
          17495	    994
          17496	    995
          17497	    996
          17498	    993
          17499	    991
          17500	    991
          17501	    991
          17502	    991
          17503	    994
          17504	    993
          17505	    991
          17506	    987
          17507	    986
          17508	    988
          17509	    990
          17510	    987
          17511	    987
          17512	    985
          17513	    986
          17514	    986
          17515	    986
          17516	    988
          17517	    988
          17518	    985
          17519	    984
          17520	    985
          17521	    986
          17522	    983
          17523	    982
          17524	    978
          17525	    980
          17526	    984
          17527	    985
          17528	    984
          17529	    983
          17530	    980
          17531	    982
          17532	    983
          17533	    982
          17534	    980
          17535	    976
          17536	    978
          17537	    980
          17538	    982
          17539	    983
          17540	    983
          17541	    982
          17542	    981
          17543	    982
          17544	    981
          17545	    984
          17546	    984
          17547	    981
          17548	    982
          17549	    982
          17550	    982
          17551	    983
          17552	    981
          17553	    980
          17554	    978
          17555	    979
          17556	    981
          17557	    983
          17558	    983
          17559	    983
          17560	    980
          17561	    980
          17562	    983
          17563	    986
          17564	    988
          17565	    991
          17566	    996
          17567	   1018
          17568	   1083
          17569	   1165
          17570	   1168
          17571	   1105
          17572	   1048
          17573	   1029
          17574	   1035
          17575	   1034
          17576	   1027
          17577	   1020
          17578	   1015
          17579	   1018
          17580	   1020
          17581	   1020
          17582	   1020
          17583	   1020
          17584	   1015
          17585	   1013
          17586	   1011
          17587	   1009
          17588	   1004
          17589	   1002
          17590	    995
          17591	    993
          17592	    986
          17593	    977
          17594	    967
          17595	    958
          17596	    949
          17597	    940
          17598	    928
          17599	    914
          17600	    900
          17601	    882
          17602	    867
          17603	    857
          17604	    849
          17605	    841
          17606	    834
          17607	    831
          17608	    828
          17609	    825
          17610	    827
          17611	    828
          17612	    830
          17613	    831
          17614	    833
          17615	    839
          17616	    846
          17617	    852
          17618	    857
          17619	    864
          17620	    871
          17621	    880
          17622	    892
          17623	    904
          17624	    913
          17625	    923
          17626	    932
          17627	    947
          17628	    956
          17629	    966
          17630	    968
          17631	    972
          17632	    974
          17633	    975
          17634	    976
          17635	    977
          17636	    981
          17637	    983
          17638	    985
          17639	    992
          17640	    994
          17641	    995
          17642	    995
          17643	    996
          17644	    992
          17645	    992
          17646	    994
          17647	    992
          17648	    995
          17649	    997
          17650	   1003
          17651	   1010
          17652	   1010
          17653	   1012
          17654	   1014
          17655	   1010
          17656	   1011
          17657	   1015
          17658	   1015
          17659	   1018
          17660	   1019
          17661	   1018
          17662	   1016
          17663	   1017
          17664	   1016
          17665	   1015
          17666	   1014
          17667	   1017
          17668	   1022
          17669	   1027
          17670	   1028
          17671	   1027
          17672	   1025
          17673	   1021
          17674	   1024
          17675	   1027
          17676	   1030
          17677	   1027
          17678	   1027
          17679	   1028
          17680	   1030
          17681	   1032
          17682	   1034
          17683	   1035
          17684	   1033
          17685	   1034
          17686	   1033
          17687	   1037
          17688	   1038
          17689	   1037
          17690	   1037
          17691	   1039
          17692	   1038
          17693	   1040
          17694	   1043
          17695	   1044
          17696	   1045
          17697	   1045
          17698	   1044
          17699	   1045
          17700	   1045
          17701	   1043
          17702	   1044
          17703	   1045
          17704	   1046
          17705	   1049
          17706	   1051
          17707	   1053
          17708	   1054
          17709	   1055
          17710	   1058
          17711	   1061
          17712	   1062
          17713	   1063
          17714	   1061
          17715	   1061
          17716	   1060
          17717	   1064
          17718	   1066
          17719	   1062
          17720	   1060
          17721	   1058
          17722	   1061
          17723	   1061
          17724	   1065
          17725	   1061
          17726	   1062
          17727	   1057
          17728	   1057
          17729	   1056
          17730	   1052
          17731	   1042
          17732	   1037
          17733	   1033
          17734	   1033
          17735	   1033
          17736	   1038
          17737	   1032
          17738	   1027
          17739	   1024
          17740	   1019
          17741	   1019
          17742	   1019
          17743	   1021
          17744	   1019
          17745	   1017
          17746	   1016
          17747	   1015
          17748	   1018
          17749	   1018
          17750	   1016
          17751	   1017
          17752	   1014
          17753	   1013
          17754	   1011
          17755	   1009
          17756	   1009
          17757	   1005
          17758	   1007
          17759	   1008
          17760	   1009
          17761	   1008
          17762	   1008
          17763	   1005
          17764	   1002
          17765	   1001
          17766	   1002
          17767	   1001
          17768	    998
          17769	    996
          17770	    996
          17771	   1001
          17772	   1002
          17773	   1001
          17774	   1001
          17775	   1001
          17776	   1000
          17777	   1002
          17778	   1003
          17779	   1000
          17780	    995
          17781	    992
          17782	    992
          17783	    994
          17784	   1000
          17785	    998
          17786	    997
          17787	    997
          17788	    997
          17789	    996
          17790	    999
          17791	    998
          17792	   1000
          17793	    999
          17794	    995
          17795	    996
          17796	    996
          17797	    997
          17798	    997
          17799	    994
          17800	    994
          17801	    993
          17802	    992
          17803	    992
          17804	    989
          17805	    992
          17806	    993
          17807	    995
          17808	    995
          17809	    995
          17810	    999
          17811	    998
          17812	    996
          17813	    995
          17814	    995
          17815	    994
          17816	    989
          17817	    989
          17818	    994
          17819	    997
          17820	    999
          17821	    997
          17822	    994
          17823	    988
          17824	    985
          17825	    985
          17826	    985
          17827	    984
          17828	    984
          17829	    986
          17830	    989
          17831	    989
          17832	    993
          17833	    991
          17834	    989
          17835	    989
          17836	    989
          17837	    992
          17838	    991
          17839	    992
          17840	    991
          17841	    992
          17842	    992
          17843	    992
          17844	    995
          17845	    992
          17846	    992
          17847	    992
          17848	    990
          17849	    991
          17850	    993
          17851	    994
          17852	    992
          17853	    992
          17854	    992
          17855	    997
          17856	    998
          17857	    997
          17858	    996
          17859	    995
          17860	    994
          17861	    998
          17862	   1002
          17863	   1007
          17864	   1017
          17865	   1042
          17866	   1117
          17867	   1190
          17868	   1178
          17869	   1103
          17870	   1044
          17871	   1032
          17872	   1035
          17873	   1040
          17874	   1038
          17875	   1037
          17876	   1035
          17877	   1031
          17878	   1030
          17879	   1028
          17880	   1027
          17881	   1025
          17882	   1022
          17883	   1018
          17884	   1013
          17885	   1010
          17886	   1005
          17887	   1001
          17888	    995
          17889	    986
          17890	    976
          17891	    969
          17892	    963
          17893	    953
          17894	    935
          17895	    915
          17896	    895
          17897	    880
          17898	    871
          17899	    861
          17900	    849
          17901	    838
          17902	    830
          17903	    832
          17904	    834
          17905	    833
          17906	    832
          17907	    830
          17908	    832
          17909	    839
          17910	    841
          17911	    845
          17912	    851
          17913	    856
          17914	    863
          17915	    873
          17916	    888
          17917	    904
          17918	    915
          17919	    921
          17920	    930
          17921	    941
          17922	    954
          17923	    963
          17924	    971
          17925	    972
          17926	    978
          17927	    983
          17928	    985
          17929	    988
          17930	    990
          17931	    992
          17932	    992
          17933	    998
          17934	    997
          17935	    998
          17936	    999
          17937	    999
          17938	    998
          17939	   1001
          17940	   1008
          17941	   1011
          17942	   1014
          17943	   1016
          17944	   1016
          17945	   1018
          17946	   1021
          17947	   1023
          17948	   1023
          17949	   1023
          17950	   1018
          17951	   1022
          17952	   1023
          17953	   1024
          17954	   1024
          17955	   1024
          17956	   1027
          17957	   1028
          17958	   1030
          17959	   1031
          17960	   1032
          17961	   1030
          17962	   1031
          17963	   1031
          17964	   1035
          17965	   1037
          17966	   1036
          17967	   1035
          17968	   1036
          17969	   1037
          17970	   1038
          17971	   1039
          17972	   1038
          17973	   1037
          17974	   1038
          17975	   1039
          17976	   1042
          17977	   1041
          17978	   1042
          17979	   1037
          17980	   1040
          17981	   1041
          17982	   1046
          17983	   1046
          17984	   1047
          17985	   1047
          17986	   1046
          17987	   1048
          17988	   1049
          17989	   1050
          17990	   1047
          17991	   1046
          17992	   1048
          17993	   1050
          17994	   1055
          17995	   1056
          17996	   1056
          17997	   1053
          17998	   1054
          17999	   1056
          18000	   1059
          18001	   1058
          18002	   1059
          18003	   1059
          18004	   1058
          18005	   1060
          18006	   1061
          18007	   1060
          18008	   1058
          18009	   1054
          18010	   1053
          18011	   1051
          18012	   1053
          18013	   1054
          18014	   1047
          18015	   1048
          18016	   1047
          18017	   1048
          18018	   1049
          18019	   1044
          18020	   1043
          18021	   1038
          18022	   1037
          18023	   1036
          18024	   1035
          18025	   1034
          18026	   1031
          18027	   1029
          18028	   1026
          18029	   1027
          18030	   1026
          18031	   1028
          18032	   1023
          18033	   1021
          18034	   1020
          18035	   1024
          18036	   1024
          18037	   1023
          18038	   1020
          18039	   1018
          18040	   1013
          18041	   1013
          18042	   1014
          18043	   1014
          18044	   1013
          18045	   1012
          18046	   1012
          18047	   1014
          18048	   1015
          18049	   1014
          18050	   1012
          18051	   1008
          18052	   1009
          18053	   1008
          18054	   1010
          18055	   1006
          18056	   1008
          18057	   1005
          18058	   1001
          18059	   1003
          18060	   1005
          18061	   1004
          18062	   1003
          18063	   1001
          18064	    999
          18065	   1000
          18066	   1003
          18067	   1004
          18068	   1003
          18069	    999
          18070	    999
          18071	   1003
          18072	   1004
          18073	   1003
          18074	   1004
          18075	   1004
          18076	   1005
          18077	   1007
          18078	   1008
          18079	   1007
          18080	   1006
          18081	   1005
          18082	   1006
          18083	   1007
          18084	   1011
          18085	   1010
          18086	   1008
          18087	   1008
          18088	   1007
          18089	   1013
          18090	   1015
          18091	   1013
          18092	   1008
          18093	   1003
          18094	   1001
          18095	   1001
          18096	   1002
          18097	    999
          18098	   1000
          18099	    998
          18100	    997
          18101	    999
          18102	    998
          18103	    997
          18104	    992
          18105	    992
          18106	    989
          18107	    991
          18108	    991
          18109	    990
          18110	    991
          18111	    987
          18112	    988
          18113	    988
          18114	    987
          18115	    985
          18116	    987
          18117	    984
          18118	    987
          18119	    989
          18120	    991
          18121	    993
          18122	    993
          18123	    988
          18124	    988
          18125	    989
          18126	    989
          18127	    987
          18128	    990
          18129	    988
          18130	    986
          18131	    988
          18132	    988
          18133	    988
          18134	    988
          18135	    987
          18136	    989
          18137	    992
          18138	    995
          18139	    994
          18140	    996
          18141	    994
          18142	    992
          18143	    996
          18144	    999
          18145	   1000
          18146	    997
          18147	    995
          18148	    993
          18149	    998
          18150	   1004
          18151	   1008
          18152	   1016
          18153	   1042
          18154	   1115
          18155	   1195
          18156	   1183
          18157	   1110
          18158	   1061
          18159	   1061
          18160	   1078
          18161	   1096
          18162	   1106
          18163	   1116
          18164	   1126
          18165	   1142
          18166	   1168
          18167	   1202
          18168	   1234
          18169	   1262
          18170	   1279
          18171	   1281
          18172	   1264
          18173	   1230
          18174	   1189
          18175	   1147
          18176	   1110
          18177	   1077
          18178	   1045
          18179	   1013
          18180	    987
          18181	    969
          18182	    959
          18183	    955
          18184	    954
          18185	    957
          18186	    961
          18187	    965
          18188	    965
          18189	    967
          18190	    967
          18191	    968
          18192	    968
          18193	    969
          18194	    967
          18195	    965
          18196	    965
          18197	    965
          18198	    966
          18199	    965
          18200	    963
          18201	    960
          18202	    958
          18203	    962
          18204	    960
          18205	    962
          18206	    959
          18207	    957
          18208	    957
          18209	    955
          18210	    956
          18211	    954
          18212	    953
          18213	    951
          18214	    949
          18215	    952
          18216	    955
          18217	    957
          18218	    953
          18219	    951
          18220	    948
          18221	    948
          18222	    948
          18223	    946
          18224	    945
          18225	    944
          18226	    944
          18227	    947
          18228	    948
          18229	    951
          18230	    950
          18231	    948
          18232	    945
          18233	    946
          18234	    948
          18235	    948
          18236	    944
          18237	    943
          18238	    941
          18239	    942
          18240	    943
          18241	    940
          18242	    939
          18243	    936
          18244	    940
          18245	    942
          18246	    941
          18247	    940
          18248	    940
          18249	    940
          18250	    938
          18251	    940
          18252	    942
          18253	    943
          18254	    939
          18255	    938
          18256	    940
          18257	    942
          18258	    943
          18259	    943
          18260	    944
          18261	    942
          18262	    943
          18263	    946
          18264	    950
          18265	    949
          18266	    951
          18267	    950
          18268	    950
          18269	    954
          18270	    956
          18271	    960
          18272	    959
          18273	    959
          18274	    960
          18275	    963
          18276	    967
          18277	    971
          18278	    974
          18279	    973
          18280	    975
          18281	    981
          18282	    981
          18283	    983
          18284	    985
          18285	    984
          18286	    986
          18287	    990
          18288	    991
          18289	    990
          18290	    993
          18291	    991
          18292	    990
          18293	    990
          18294	    993
          18295	    992
          18296	    993
          18297	    993
          18298	    992
          18299	    996
          18300	   1001
          18301	   1000
          18302	    997
          18303	    995
          18304	    994
          18305	    995
          18306	    997
          18307	    997
          18308	    998
          18309	    997
          18310	    996
          18311	    998
          18312	    999
          18313	    998
          18314	    997
          18315	    996
          18316	    995
          18317	    997
          18318	    998
          18319	    997
          18320	    996
          18321	    996
          18322	    993
          18323	    993
          18324	    997
          18325	    994
          18326	    992
          18327	    992
          18328	    992
          18329	    993
          18330	    997
          18331	    998
          18332	    998
          18333	    995
          18334	    995
          18335	    996
          18336	    998
          18337	    996
          18338	    995
          18339	    995
          18340	    992
          18341	    992
          18342	    991
          18343	    992
          18344	    993
          18345	    993
          18346	    996
          18347	    997
          18348	   1003
          18349	   1002
          18350	    999
          18351	    997
          18352	    995
          18353	    997
          18354	    999
          18355	    998
          18356	    997
          18357	    995
          18358	    994
          18359	    998
          18360	    999
          18361	    998
          18362	    997
          18363	    997
          18364	    999
          18365	   1002
          18366	   1003
          18367	   1002
          18368	   1000
          18369	   1000
          18370	    994
          18371	    998
          18372	   1000
          18373	    999
          18374	    998
          18375	    998
          18376	    995
          18377	    999
          18378	   1003
          18379	   1003
          18380	    998
          18381	    999
          18382	    998
          18383	    999
          18384	   1000
          18385	    996
          18386	    999
          18387	    995
          18388	    994
          18389	    996
          18390	    999
          18391	    998
          18392	    998
          18393	    998
          18394	    996
          18395	    998
          18396	    997
          18397	    997
          18398	    996
          18399	    995
          18400	    993
          18401	    996
          18402	    997
          18403	    996
          18404	    998
          18405	   1000
          18406	    999
          18407	   1003
          18408	   1007
          18409	   1008
          18410	   1004
          18411	   1006
          18412	   1005
          18413	   1008
          18414	   1012
          18415	   1015
          18416	   1018
          18417	   1019
          18418	   1019
          18419	   1018
          18420	   1020
          18421	   1018
          18422	   1014
          18423	   1012
          18424	   1012
          18425	   1010
          18426	   1010
          18427	   1009
          18428	   1007
          18429	   1005
          18430	   1004
          18431	   1006
          18432	   1007
          18433	   1008
          18434	   1009
          18435	   1008
          18436	   1005
          18437	   1008
          18438	   1011
          18439	   1013
          18440	   1017
          18441	   1026
          18442	   1061
          18443	   1149
          18444	   1206
          18445	   1156
          18446	   1079
          18447	   1041
          18448	   1044
          18449	   1054
          18450	   1056
          18451	   1049
          18452	   1045
          18453	   1042
          18454	   1043
          18455	   1044
          18456	   1045
          18457	   1045
          18458	   1042
          18459	   1040
          18460	   1037
          18461	   1037
          18462	   1036
          18463	   1032
          18464	   1025
          18465	   1015
          18466	   1005
          18467	    997
          18468	    989
          18469	    974
          18470	    964
          18471	    957
          18472	    956
          18473	    957
          18474	    954
          18475	    945
          18476	    937
          18477	    933
          18478	    938
          18479	    948
          18480	    961
          18481	    974
          18482	    987
          18483	   1004
          18484	   1012
          18485	   1011
          18486	   1003
          18487	    991
          18488	    980
          18489	    968
          18490	    963
          18491	    961
          18492	    961
          18493	    961
          18494	    965
          18495	    973
          18496	    981
          18497	    989
          18498	    993
          18499	    995
          18500	    994
          18501	    996
          18502	    997
          18503	    997
          18504	   1001
          18505	   1004
          18506	   1004
          18507	   1005
          18508	   1003
          18509	   1008
          18510	   1011
          18511	   1013
          18512	   1015
          18513	   1018
          18514	   1013
          18515	   1018
          18516	   1016
          18517	   1015
          18518	   1017
          18519	   1017
          18520	   1015
          18521	   1017
          18522	   1021
          18523	   1019
          18524	   1020
          18525	   1020
          18526	   1018
          18527	   1022
          18528	   1026
          18529	   1023
          18530	   1023
          18531	   1022
          18532	   1021
          18533	   1023
          18534	   1024
          18535	   1024
          18536	   1026
          18537	   1026
          18538	   1024
          18539	   1031
          18540	   1033
          18541	   1032
          18542	   1034
          18543	   1033
          18544	   1031
          18545	   1035
          18546	   1036
          18547	   1034
          18548	   1032
          18549	   1033
          18550	   1031
          18551	   1032
          18552	   1032
          18553	   1036
          18554	   1034
          18555	   1035
          18556	   1037
          18557	   1039
          18558	   1040
          18559	   1040
          18560	   1039
          18561	   1036
          18562	   1039
          18563	   1039
          18564	   1046
          18565	   1045
          18566	   1044
          18567	   1044
          18568	   1043
          18569	   1043
          18570	   1048
          18571	   1047
          18572	   1045
          18573	   1045
          18574	   1041
          18575	   1043
          18576	   1046
          18577	   1047
          18578	   1047
          18579	   1044
          18580	   1043
          18581	   1047
          18582	   1046
          18583	   1047
          18584	   1046
          18585	   1043
          18586	   1040
          18587	   1041
          18588	   1042
          18589	   1039
          18590	   1041
          18591	   1037
          18592	   1036
          18593	   1033
          18594	   1033
          18595	   1032
          18596	   1027
          18597	   1026
          18598	   1023
          18599	   1024
          18600	   1025
          18601	   1022
          18602	   1019
          18603	   1021
          18604	   1018
          18605	   1020
          18606	   1021
          18607	   1019
          18608	   1018
          18609	   1019
          18610	   1016
          18611	   1016
          18612	   1017
          18613	   1011
          18614	   1008
          18615	   1008
          18616	   1008
          18617	   1008
          18618	   1012
          18619	   1012
          18620	   1008
          18621	   1007
          18622	   1006
          18623	   1009
          18624	   1010
          18625	   1011
          18626	   1009
          18627	   1009
          18628	   1007
          18629	   1010
          18630	   1009
          18631	   1010
          18632	   1009
          18633	   1006
          18634	   1007
          18635	   1008
          18636	   1008
          18637	   1006
          18638	   1005
          18639	   1004
          18640	   1002
          18641	   1006
          18642	   1004
          18643	   1006
          18644	   1005
          18645	   1004
          18646	   1003
          18647	   1003
          18648	   1005
          18649	   1001
          18650	   1002
          18651	   1000
          18652	   1002
          18653	   1006
          18654	   1009
          18655	   1006
          18656	   1006
          18657	   1002
          18658	   1003
          18659	   1004
          18660	   1009
          18661	   1007
          18662	   1004
          18663	   1002
          18664	   1001
          18665	   1001
          18666	   1003
          18667	   1003
          18668	   1004
          18669	   1002
          18670	   1000
          18671	   1005
          18672	   1005
          18673	   1006
          18674	   1003
          18675	    999
          18676	    997
          18677	    997
          18678	   1002
          18679	   1001
          18680	    999
          18681	    999
          18682	    999
          18683	    999
          18684	   1003
          18685	   1000
          18686	    999
          18687	    997
          18688	    995
          18689	    997
          18690	    999
          18691	   1001
          18692	    999
          18693	    999
          18694	    998
          18695	    999
          18696	   1001
          18697	   1000
          18698	    999
          18699	    995
          18700	    994
          18701	    994
          18702	    999
          18703	    998
          18704	    997
          18705	    994
          18706	    992
          18707	    995
          18708	    996
          18709	    993
          18710	    992
          18711	    990
          18712	    988
          18713	    990
          18714	    997
          18715	    997
          18716	    998
          18717	   1000
          18718	   1003
          18719	   1015
          18720	   1044
          18721	   1125
          18722	   1190
          18723	   1160
          18724	   1086
          18725	   1043
          18726	   1047
          18727	   1050
          18728	   1048
          18729	   1042
          18730	   1037
          18731	   1039
          18732	   1046
          18733	   1043
          18734	   1041
          18735	   1033
          18736	   1032
          18737	   1029
          18738	   1027
          18739	   1022
          18740	   1014
          18741	   1010
          18742	   1001
          18743	    994
          18744	    991
          18745	    982
          18746	    977
          18747	    965
          18748	    949
          18749	    935
          18750	    920
          18751	    906
          18752	    894
          18753	    881
          18754	    868
          18755	    863
          18756	    859
          18757	    857
          18758	    854
          18759	    854
          18760	    854
          18761	    858
          18762	    866
          18763	    868
          18764	    871
          18765	    872
          18766	    880
          18767	    890
          18768	    903
          18769	    914
          18770	    924
          18771	    933
          18772	    939
          18773	    953
          18774	    964
          18775	    971
          18776	    974
          18777	    978
          18778	    980
          18779	    985
          18780	    986
          18781	    988
          18782	    987
          18783	    988
          18784	    992
          18785	    996
          18786	    999
          18787	    995
          18788	    997
          18789	    992
          18790	    992
          18791	    997
          18792	   1003
          18793	   1001
          18794	   1003
          18795	   1004
          18796	   1005
          18797	   1010
          18798	   1013
          18799	   1017
          18800	   1018
          18801	   1019
          18802	   1019
          18803	   1022
          18804	   1023
          18805	   1020
          18806	   1022
          18807	   1020
          18808	   1021
          18809	   1025
          18810	   1029
          18811	   1032
          18812	   1030
          18813	   1029
          18814	   1028
          18815	   1031
          18816	   1032
          18817	   1033
          18818	   1036
          18819	   1033
          18820	   1031
          18821	   1032
          18822	   1034
          18823	   1034
          18824	   1033
          18825	   1031
          18826	   1032
          18827	   1035
          18828	   1037
          18829	   1039
          18830	   1037
          18831	   1039
          18832	   1039
          18833	   1042
          18834	   1043
          18835	   1041
          18836	   1041
          18837	   1041
          18838	   1041
          18839	   1045
          18840	   1045
          18841	   1044
          18842	   1045
          18843	   1043
          18844	   1042
          18845	   1046
          18846	   1048
          18847	   1048
          18848	   1043
          18849	   1044
          18850	   1043
          18851	   1044
          18852	   1048
